time,t_hts_1,t_hts_2,t_hts_3,t_hts_4,t_lts_1,t_lts_0,t_fpsc,t_vtsc,t_amb,v_ppsc,v_pssc,b_ac,i_g
2020-05-27 05:37:06+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.5,9.8,9.1,0,0,0,5.79167
2020-05-27 05:37:11+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.5,9.8,9.1,0,0,0,5.941669999999999
2020-05-27 05:37:16+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.5,9.8,9.1,0,0,0,6.0166699999999995
2020-05-27 05:37:21+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.5,9.8,9.1,0,0,0,6.08333
2020-05-27 05:37:26+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.5,9.8,9.1,0,0,0,6.16667
2020-05-27 05:37:31+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.5,9.7,9.1,0,0,0,6.25
2020-05-27 05:37:36+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,9.7,9.1,0,0,0,6.28333
2020-05-27 05:37:41+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,9.7,9.1,0,0,0,6.36667
2020-05-27 05:37:46+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,9.7,9.0,0,0,0,6.433330000000001
2020-05-27 05:37:51+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,9.7,9.0,0,0,0,6.441669999999999
2020-05-27 05:37:56+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,9.7,9.0,0,0,0,6.49167
2020-05-27 05:38:01+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,9.7,9.0,0,0,0,6.36667
2020-05-27 05:38:06+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,9.7,9.0,0,0,0,6.375
2020-05-27 05:38:11+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,9.7,8.9,0,0,0,6.36667
2020-05-27 05:38:16+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,9.6,8.9,0,0,0,6.308330000000001
2020-05-27 05:38:21+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,9.6,8.9,0,0,0,6.316669999999999
2020-05-27 05:38:26+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,9.6,8.9,0,0,0,6.38333
2020-05-27 05:38:31+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,9.6,9.0,0,0,0,6.38333
2020-05-27 05:38:36+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,9.6,8.9,0,0,0,6.375
2020-05-27 05:38:41+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,9.6,8.9,0,0,0,6.3
2020-05-27 05:38:46+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,9.6,8.9,0,0,0,6.28333
2020-05-27 05:38:51+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,9.6,9.0,0,0,0,6.35
2020-05-27 05:38:56+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,9.6,9.0,50,0,0,6.425
2020-05-27 05:39:01+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,9.6,9.0,50,0,0,6.558330000000001
2020-05-27 05:39:06+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,9.6,9.0,50,0,0,6.558330000000001
2020-05-27 05:39:11+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,9.7,9.0,50,0,0,6.4833300000000005
2020-05-27 05:39:16+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,9.7,9.0,50,0,0,6.475
2020-05-27 05:39:21+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,9.8,9.0,50,0,0,6.6083300000000005
2020-05-27 05:39:26+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,9.8,9.0,50,0,0,6.6083300000000005
2020-05-27 05:39:31+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,9.9,9.0,50,0,0,6.675
2020-05-27 05:39:36+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,9.9,9.0,50,0,0,6.675
2020-05-27 05:39:41+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,9.9,9.0,50,0,0,6.55
2020-05-27 05:39:46+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.0,9.0,50,0,0,6.65
2020-05-27 05:39:51+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.1,9.0,50,0,0,6.45
2020-05-27 05:39:56+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.1,9.0,50,0,0,6.45
2020-05-27 05:40:01+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.2,9.0,50,0,0,6.38333
2020-05-27 05:40:06+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.2,9.0,50,0,0,6.36667
2020-05-27 05:40:11+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.3,9.0,0,0,0,6.441669999999999
2020-05-27 05:40:16+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.4,9.0,0,0,0,6.5
2020-05-27 05:40:21+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.4,9.0,0,0,0,6.36667
2020-05-27 05:40:26+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.4,9.0,0,0,0,6.425
2020-05-27 05:40:31+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.5,9.0,0,0,0,6.425
2020-05-27 05:40:36+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.5,9.0,0,0,0,6.49167
2020-05-27 05:40:41+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.5,9.0,0,0,0,6.675
2020-05-27 05:40:46+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.5,9.0,0,0,0,6.6083300000000005
2020-05-27 05:40:51+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.5,9.0,0,0,0,6.875
2020-05-27 05:40:56+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.5,9.0,0,0,0,6.8
2020-05-27 05:41:01+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.5,9.0,0,0,0,6.8
2020-05-27 05:41:06+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.5,8.9,0,0,0,6.825
2020-05-27 05:41:11+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.5,8.9,0,0,0,6.95
2020-05-27 05:41:16+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.5,8.9,0,0,0,6.975
2020-05-27 05:41:21+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.5,8.9,0,0,0,7.05
2020-05-27 05:41:26+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.5,8.9,0,0,0,7.04167
2020-05-27 05:41:31+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.6,8.9,0,0,0,7.11667
